state,year,income_mean,income_median
Terengganu,2002,0.01381473006186965,0.018839808408728047
Terengganu,2004,0.026273413001101788,0.02118147951037786
Terengganu,2007,0.06687007373506229,0.06833422032996275
Terengganu,2009,0.11382320535638614,0.10026609898882384
Terengganu,2012,0.19433850326298838,0.20010643959552954
Terengganu,2014,0.26629375370794134,0.2791910590739755
Terengganu,2016,0.34765658106619207,0.37679616817456096
Terengganu,2019,0.4357148910924655,0.46737626397019694
Terengganu,2020,0.3709636409865243,0.3870143693453965
Terengganu,2022,0.47241291634884314,0.5028206492815327
W.P. Kuala Lumpur,2002,0.2759555894567336,0.23523150612027674
W.P. Kuala Lumpur,2004,0.28282057801508603,0.2322511974454497
W.P. Kuala Lumpur,2007,0.30917874396135264,0.2706758914316126
W.P. Kuala Lumpur,2009,0.32324773285871683,0.3464608834486429
W.P. Kuala Lumpur,2012,0.585812356979405,0.4995210218201171
W.P. Kuala Lumpur,2014,0.7589626239511823,0.6882384246939862
W.P. Kuala Lumpur,2016,0.849055004661412,0.8428951569984034
W.P. Kuala Lumpur,2019,0.9816933638443935,1.0
W.P. Kuala Lumpur,2020,0.8521061106873464,0.8450239489089941
W.P. Kuala Lumpur,2022,0.987456564115603,0.9664715274081959
W.P. Labuan,2007,0.17391304347826086,0.17275146354443854
W.P. Labuan,2009,0.23162979913551995,0.2494944119212347
W.P. Labuan,2012,0.3935079244003729,0.4160723789249601
W.P. Labuan,2014,0.5014831765403848,0.48217136774880254
W.P. Labuan,2016,0.5508941435714891,0.5081426290580096
W.P. Labuan,2019,0.5631833206203916,0.5930814262905801
W.P. Labuan,2020,0.4796169166878549,0.5292176689728579
W.P. Labuan,2022,0.5573353674040172,0.6120276742948377
W.P. Putrajaya,2007,0.306805661496737,0.3335816923895689
W.P. Putrajaya,2009,0.42995169082125606,0.4572645023948909
W.P. Putrajaya,2012,0.5447071785744555,0.5675359233634912
W.P. Putrajaya,2014,0.7396389524535978,0.6767429483767962
W.P. Putrajaya,2016,0.8374438511738282,0.7579563597658329
W.P. Putrajaya,2019,0.9463513857106535,0.9397551889302821
W.P. Putrajaya,2020,0.902449360115264,0.9142096860031932
W.P. Putrajaya,2022,1.0,0.9475252794039383
